lon,lat,alt,prcp,fitted_values,residuals,local_r2,intercept_coef,altitude_coef,intercept_se,altitude_se,intercept_t,altitude_t
110.283,32.317,486,0.0,3.648280973517306e-5,-3.648280973517306e-5,0.921846953882062,0.00010966582437802154,-1.5058233465606681e-7,4.082459515821816e-5,1.0e-5,2.686268509289684,-0.01505823346560668
110.217,32.283,414,0.0,3.952734846861989e-6,-3.952734846861989e-6,0.4364516947704624,6.512081301822372e-6,-6.181996268020249e-9,3.144395833621022e-5,1.0e-5,0.20710119356452628,-0.0006181996268020248
110.35,32.383,551,0.0,0.0009375783728434155,-0.0009375783728434155,0.9972364546688628,0.008474306997771805,-1.3678273366476206e-5,5.062746273490156e-5,1.0e-5,167.38557573278877,-1.3678273366476206
110.315,32.308,625,0.0,1.1438460587353909e-5,-1.1438460587353909e-5,0.9663488516044204,0.00013284822645773164,-1.9425562539260436e-7,4.3688127574048906e-5,1.0e-5,3.04083131584345,-0.019425562539260435
110.05,31.717,523,0.0,-0.0015618331172823647,0.0015618331172823647,0.9499773238464854,-0.006638143156847011,9.706137742953435e-6,3.160309003298008e-5,1.0e-5,-210.04728176642328,0.9706137742953433
109.933,31.717,1186,0.0,0.03543502562556142,-0.03543502562556142,0.8987607256238325,-0.08739705285332723,0.00010356836296702247,2.942563920317113e-5,1.0e-5,-2970.0987037151144,10.356836296702246
110.0,31.917,870,0.0,1.91286282693211e-5,-1.91286282693211e-5,-2.616972347224243,-0.00017343248240078043,2.2133460996563395e-7,3.679927888432975e-5,1.0e-5,-4.712931548086211,0.02213346099656339
110.1,31.933,1056,0.0,1.3642936852128959e-6,-1.3642936852128959e-6,-23.207260694916503,-3.2048405895157698e-6,4.3268316995536605e-9,3.442303373171585e-5,1.0e-5,-0.09310163114888309,0.00043268316995536603
110.083,31.95,486,0.0,-1.0446833774125932e-6,1.0446833774125932e-6,-21.120615850804132,-3.1122022793321033e-6,4.2541541191759465e-9,3.402182825640447e-5,1.0e-5,-0.09147663246892805,0.0004254154119175946
109.817,32.467,700,0.0,1.776741408342921e-7,-1.776741408342921e-7,-0.418292409889899,3.2837996486558616e-6,-4.4373221540308135e-9,7.262360621316956e-5,1.0e-5,0.045216697708690454,-0.0004437322154030813
109.883,32.417,654,0.0,4.997935128011835e-7,-4.997935128011835e-7,-1.1959438334991246,4.296226946790182e-6,-5.804944088668194e-9,5.6401202050567904e-5,1.0e-5,0.0761726131818661,-0.0005804944088668194
109.85,32.467,662,0.0,1.172229448470684e-6,-1.172229448470684e-6,-0.04368513044414013,1.096906088730441e-5,-1.4798839031470886e-8,7.377611769651552e-5,1.0e-5,0.14868037557121938,-0.0014798839031470886
109.85,32.55,805,0.0,-3.1446376762135674e-5,3.1446376762135674e-5,0.8673543693874926,0.0005333483146907113,-7.01608312363785e-7,9.183705893315116e-5,1.0e-5,5.807550033575654,-0.07016083123637849
109.733,32.533,823,0.0,-4.415577570736928e-6,4.415577570736928e-6,0.9869896018600481,5.7532854527640343e-5,-7.52714849311996e-8,7.122245789033764e-5,1.0e-5,0.807790916402023,-0.00752714849311996
110.233,32.2,269,0.0,1.6732322993151207e-6,-1.6732322993151207e-6,0.8009311338933708,1.7640829397134993e-6,-3.3773472267055257e-10,2.81804513715653e-5,1.0e-5,0.06259952746865859,-3.377347226705525e-5
109.95,32.417,847,0.0,-8.485178702688644e-6,8.485178702688644e-6,0.04269384313256608,6.604571719662817e-5,-8.799397390710367e-8,5.3930231332282134e-5,1.0e-5,1.224651101340517,-0.008799397390710367
109.983,32.383,641,0.0,5.925277229586186e-6,-5.925277229586186e-6,-0.3676428341426765,3.855671454016994e-5,-5.090707848765017e-8,4.62394115601246e-5,1.0e-5,0.8338495936531344,-0.0050907078487650165
110.617,32.6,393,2.5,2.5692821657030724,-0.06928216570307244,0.9997834861179873,5.624233517268504,-0.007773413108308986,2.6695602363464448e-5,1.0e-5,210680.15026197047,-777.3413108308985
110.55,32.7,293,2.0,4.258777057483628,-2.258777057483628,0.9104693482634539,6.239036957962054,-0.0067585662132369495,4.3073338376487975e-5,1.0e-5,144846.84013644265,-675.8566213236949
110.717,32.65,337,2.0,3.639311779632264,-1.6393117796322638,0.98076270239432,8.668421216229683,-0.01492317340236623,2.7698686493689184e-5,1.0e-5,312954.2340646615,-1492.3173402366228
110.617,32.65,279,5.5,4.0673922832331115,1.4326077167668885,0.8534244307257357,7.249788172846582,-0.011406436880335019,3.3336302580779206e-5,1.0e-5,217474.27313749577,-1140.6436880335018
110.483,32.517,535,0.0,0.33654251220646936,-0.33654251220646936,0.8095232862310824,2.4062734865687947,-0.0038686560268454675,3.499263117248412e-5,1.0e-5,68765.14871682266,-386.86560268454673
110.833,32.9,289,19.5,31.948294262194153,-12.448294262194153,0.8669534052961867,36.96521643316421,-0.017359592287093613,1.9388588711536925e-5,1.0e-5,1.906544977725405e6,-1735.9592287093612
110.867,32.817,148,49.0,41.897009187413744,7.102990812586256,0.9240226157037086,51.25381702198463,-0.06322167455791139,2.1098606203411714e-5,1.0e-5,2.429251322473459e6,-6322.167455791138
110.367,32.817,227,3.5,8.646584889916312,-5.146584889916312,0.930978148437313,10.643988580045812,-0.008799135198808369,3.082130067533046e-5,1.0e-5,345345.21083872754,-879.9135198808368
111.117,33.017,335,3.5,20.964873580947724,-17.464873580947724,0.8301310376809122,-8.685698882886605,0.08850917153383382,2.640584456128519e-5,1.0e-5,-328930.92522483086,8850.917153383381
110.933,33.1,315,13.5,12.815156107019309,0.684843892980691,0.8984889080015865,4.830526815239207,0.02534802949771461,2.9046530953131623e-5,1.0e-5,166303.05433146426,2534.8029497714606
110.933,33.033,467,8.0,21.28922437133798,-13.28922437133798,0.706024831395438,15.07374590967882,0.013309375720897555,2.8720797171648374e-5,1.0e-5,524837.3093403832,1330.9375720897553
110.767,32.783,330,4.0,16.063625008130437,-12.063625008130437,0.817110542859271,46.943888747944655,-0.09357655678731581,2.771279615431996e-5,1.0e-5,1.6939427002073515e6,-9357.65567873158
110.25,32.733,420,3.0,2.6858765092875365,0.3141234907124635,0.8669453314278226,6.102045639417763,-0.008133736024119586,2.8389387605787773e-5,1.0e-5,214941.08024273594,-813.3736024119585
110.733,33.017,834,33.0,30.028204568578854,2.971795431421146,0.8749840696802362,27.00880508280342,0.0036203830764693465,3.3380629897290295e-5,1.0e-5,809116.1001427324,362.03830764693464
110.833,33.017,709,28.5,26.105531799631883,2.3944682003681166,0.6968755010581582,19.426430980942477,0.009420452494625397,2.7655692773152397e-5,1.0e-5,702438.7759977315,942.0452494625397
110.75,33.133,825,9.5,20.91411842106597,-11.414118421065972,0.6727549925851355,29.076547335081102,-0.009893853229109248,5.3431619166750386e-5,1.0e-5,544182.4108743266,-989.3853229109247
110.683,33.033,741,41.5,30.27808726501501,11.22191273498499,0.6815333143981277,33.870611769160064,-0.004848211206673487,3.683373739950783e-5,1.0e-5,919554.0328094059,-484.8211206673487
110.75,32.867,213,37.0,27.990417991228938,9.009582008771062,0.6368942658177945,29.778529914454175,-0.008394891658334454,1.9842262678765808e-5,1.0e-5,1.500762811003488e6,-839.4891658334453
110.267,32.583,918,0.0,-0.2440822399564162,0.2440822399564162,0.8161446870209665,2.6448258158091686,-0.0031469586664113125,3.769080580663029e-5,1.0e-5,70171.64423011382,-314.6958666411312
110.333,32.7,468,1.0,2.293154032472107,-1.2931540324721071,0.716905722079465,6.742171878502871,-0.009506448388954624,2.787980899453329e-5,1.0e-5,241829.91640383494,-950.6448388954624
110.3,32.633,636,0.0,0.7883408467593953,-0.7883408467593953,0.5580889186906195,3.85241912924084,-0.0048177331485557305,3.148784803860106e-5,1.0e-5,122346.21827817977,-481.773314855573
111.067,32.9,274,32.5,45.540368067171514,-13.040368067171514,0.8905345831540457,43.218091629570296,0.00847546145109933,2.095553243120665e-5,1.0e-5,2.0623714415965206e6,847.5461451099329
110.983,32.95,619,36.5,29.16325142084394,7.336748579156058,0.8313650535580499,45.0445003308501,-0.02565629872375793,2.3177801609656974e-5,1.0e-5,1.9434328194474846e6,-2565.6298723757927
110.967,32.833,158,38.5,50.84805117274503,-12.34805117274503,0.8633540325819902,56.70127865626683,-0.037045743566593674,1.9770519819631786e-5,1.0e-5,2.8679710586043084e6,-3704.574356659367
111.0,32.833,202,84.5,50.644044815880555,33.855955184119445,0.45582589702302767,55.88249458787372,-0.025932919663332527,1.995210089581979e-5,1.0e-5,2.8008325980138658e6,-2593.2919663332523
110.233,32.8,346,0.5,4.243840267940996,-3.743840267940996,0.8786974368932946,3.8280117388628385,0.0012018165580293572,3.279796105492234e-5,1.0e-5,116714.93031083795,120.18165580293571
110.1,33.083,1056,22.5,15.154816203795939,7.345183796204061,0.9224039647561525,4.361375729500886,0.010221061055203647,2.8130158672380973e-5,1.0e-5,155042.69920037864,1022.1061055203646
110.117,33.1,1072,0.0,15.183911903756304,-15.183911903756304,0.6082747567155542,7.610562132926125,0.007064691950401285,3.094159117993447e-5,1.0e-5,245965.44142376079,706.4691950401285
110.3,33.1,734,0.0,17.482747833069155,-17.482747833069155,0.7481393255652785,37.87188181421112,-0.02777811169092911,3.570506448082955e-5,1.0e-5,1.0606865542714526e6,-2777.811169092911
110.283,33.033,661,29.0,20.778063870285695,8.221936129714305,0.7994069772402226,20.260584195033413,0.0007828739413801556,3.290261280096893e-5,1.0e-5,615774.3252060752,78.28739413801556
110.25,33.017,696,45.5,20.425162412487595,25.074837587512405,0.4220259863570931,12.185381030768436,0.011838766353044766,3.212280135171463e-5,1.0e-5,379337.43378573714,1183.8766353044764
110.3,33.033,559,17.0,21.519561136256467,-4.519561136256467,0.48597001182187394,23.610230395703073,-0.0037400165643051973,3.2143001951767626e-5,1.0e-5,734537.1919875918,-374.0016564305197
110.033,33.067,526,11.0,7.113302463603454,3.8866975363965457,0.44532158412114753,-0.6665178077078586,0.01479053283519261,2.4236183331100497e-5,1.0e-5,-27500.939343554386,1479.053283519261
110.117,33.183,897,23.5,15.120819794487243,8.379180205512757,0.13091951278522918,14.394327547313535,0.0008099133190342338,4.3570320628498325e-5,1.0e-5,330370.0165543088,80.99133190342337
110.333,32.867,293,10.5,9.362667473238979,1.1373325267610213,0.7976613126168546,4.989211743364521,0.014926470067830915,2.855449942028833e-5,1.0e-5,174725.93968219328,1492.6470067830915
110.233,32.983,496,3.5,15.89987855229719,-12.39987855229719,0.3548374282348695,4.235920947547431,0.023516043557963225,2.9749210250534562e-5,1.0e-5,142387.67724838396,2351.604355796322
110.067,32.983,320,1.5,2.6005654829384244,-1.1005654829384244,0.49600781535863436,-3.5999154778174938,0.019376503002362246,2.0679373912297293e-5,1.0e-5,-174082.42111608374,1937.6503002362244
109.8,32.95,322,0.5,0.39364065107701574,0.10635934892298426,0.8767961414498591,-0.8979162179940764,0.004011046177239417,2.4174126093372972e-5,1.0e-5,-37143.68885666683,401.1046177239416
110.317,32.867,428,2.0,11.057902665404617,-9.057902665404617,0.6002871948611928,3.544994871766977,0.017553522882330936,2.8466935873680725e-5,1.0e-5,124530.25810356087,1755.3522882330935
110.017,32.917,362,0.0,1.916678554045295,-1.916678554045295,0.585359980078834,-6.149445724043487,0.022282111265438626,2.2821524709714145e-5,1.0e-5,-269458.1454246978,2228.2111265438625
110.017,32.931,268,0.0,-0.01759739630599988,0.01759739630599988,0.5855732640477442,-5.850781746040649,0.021765613245278544,2.190756787136631e-5,1.0e-5,-267066.6949610483,2176.561324527854
109.917,33.2,637,7.5,5.39254822823335,2.10745177176665,0.6487053559353837,-2.3550334033080107,0.012162608526752529,4.88217014016122e-5,1.0e-5,-48237.42998907946,1216.2608526752529
109.667,33.183,912,0.0,1.7705501028718842,-1.7705501028718842,0.5808575719750135,-1.9053182254263696,0.004030557377520015,4.939252800248698e-5,1.0e-5,-38575.029513177265,403.05573775200145
109.65,33.133,963,2.5,2.1132501771959156,0.38674982280408443,0.6076117422128473,-1.9859552281286537,0.004256703432320425,4.6134132107701415e-5,1.0e-5,-43047.41711608199,425.67034323204246
110.533,32.917,389,10.5,22.33190467678581,-11.831904676785811,0.8646592733218308,7.530592016017103,0.03804964694285015,3.764454440833651e-5,1.0e-5,200044.71124239263,3804.964694285015
110.467,32.883,379,7.5,17.83363921603892,-10.333639216038922,0.7654541277418477,6.237794621734044,0.030595896027189647,3.656812439828803e-5,1.0e-5,170580.1083422827,3059.5896027189647
110.567,32.9,398,18.5,20.851607734290305,-2.3516077342903046,0.7418262876038211,5.510944682053778,0.03854437952823248,3.5712574998873574e-5,1.0e-5,154313.84273543986,3854.437952823248
110.367,32.9,199,16.0,11.4584848460556,4.541515153944401,0.6879217619015786,7.633017351036861,0.019223454748837885,2.7672160887211128e-5,1.0e-5,275837.41588335845,1922.3454748837883
109.717,33.133,963,3.5,2.3149709667236174,1.1850290332763826,0.6250639510097631,-1.5728927628713976,0.004037241671438229,3.578896627954948e-5,1.0e-5,-43949.097344289024,403.7241671438229
109.763,33.102,422,0.0,0.383333097497931,-0.383333097497931,0.7456788546046175,-1.3460101773442275,0.004097969845597532,3.0239806096825242e-5,1.0e-5,-44511.20397513196,409.7969845597532
109.867,33.133,683,0.5,3.376850108082922,-2.876850108082922,0.5991063899534133,-0.2662184446863253,0.005333921746367858,3.783855933956042e-5,1.0e-5,-7035.6390236029,533.3921746367857
110.433,33.017,276,34.5,33.21093649488555,1.2890635051144486,0.856625198443693,36.183532257018754,-0.010770274500482615,2.9806616088316985e-5,1.0e-5,1.2139429766132112e6,-1077.0274500482615
110.483,33.05,539,44.0,33.25158689855735,10.748413101442651,0.8503490933357959,46.16497188841903,-0.023958042652804615,3.0396238326695837e-5,1.0e-5,1.5187725333721354e6,-2395.804265280461
110.45,33.033,268,45.0,36.31938169996061,8.680618300039391,0.784266138929722,40.749847483475754,-0.016531588744459494,3.029997118223993e-5,1.0e-5,1.3448807339909594e6,-1653.1588744459493
110.567,33.167,859,5.0,10.079042745804813,-5.079042745804813,0.8955789081635509,77.96043094766283,-0.07902373481007918,3.307916625749526e-5,1.0e-5,2.356783431021274e6,-7902.373481007918
110.5,33.05,466,60.0,35.290967163800545,24.709032836199455,0.45700161243467996,46.84017038229209,-0.024783697893758682,3.0354954621629735e-5,1.0e-5,1.543081548503309e6,-2478.369789375868
110.5,33.017,470,29.0,33.578565882051784,-4.578565882051784,0.4906562443543675,36.58148961129646,-0.006389199423924851,3.1868430676548705e-5,1.0e-5,1.1478911523000095e6,-638.919942392485
110.883,32.6,195,1.0,3.111614443999006,-2.111614443999006,0.8650742838107659,5.059815948244648,-0.009990776944849443,2.2861905249576888e-5,1.0e-5,221320.8345064894,-999.0776944849442
110.817,32.517,441,0.0,0.551744969544881,-0.551744969544881,0.6129535674787677,1.259971512749167,-0.001605955880281828,2.240623895218013e-5,1.0e-5,56233.065952667246,-160.5955880281828
110.8,32.583,250,1.0,1.9219075009016493,-0.9219075009016493,0.7612423329638398,3.0451602979563686,-0.004493011188218877,2.233852682459802e-5,1.0e-5,136318.7609400991,-449.30111882188766
110.75,32.5,637,0.0,0.4051939657805457,-0.4051939657805457,0.4835061414828883,1.4648556110292736,-0.0016635190663245336,2.462338447405529e-5,1.0e-5,59490.425151454525,-166.35190663245334
110.717,32.467,695,0.5,0.31892807885869423,0.18107192114130577,0.5955518273517939,1.2372007846470157,-0.0013212556917817574,2.6843955959627088e-5,1.0e-5,46088.61624224638,-132.12556917817574
110.7,32.417,1085,0.0,-0.03626360824846897,0.03626360824846897,0.6564239597271491,0.6128648942704725,-0.0005982751175289783,2.8831061381773056e-5,1.0e-5,21257.10483409135,-59.82751175289783
110.167,31.967,710,0.0,1.5319461728379238e-7,-1.5319461728379238e-7,-2.665850753504755,5.541728724587358e-7,-5.647581058802019e-10,3.361786586315726e-5,1.0e-5,0.016484475091741887,-5.6475810588020185e-5
110.733,31.917,824,0.0,0.057477460201285996,-0.057477460201285996,0.899112441044829,0.20571520754349137,-0.00017990017881335603,3.3609921477985634e-5,1.0e-5,6120.669091066875,-17.9900178813356
110.65,31.9,1369,0.0,-0.04081040304154132,0.04081040304154132,0.9149832578021871,0.2691292005162593,-0.0002263985416784519,3.8364641794992755e-5,1.0e-5,7015.032277751784,-22.639854167845186
110.45,32.233,449,0.0,0.0035722688137221677,-0.0035722688137221677,0.8708448077409892,0.008953144731858488,-1.198413344796508e-5,4.2887976064827674e-5,1.0e-5,208.7565223018519,-1.198413344796508
110.483,32.1,668,0.0,0.02414805130077581,-0.02414805130077581,0.9892212100115885,0.1180833085534354,-0.0001406216425938018,3.710085259752427e-5,1.0e-5,3182.765362144671,-14.062164259380179
110.417,32.15,636,0.0,0.003074179365704319,-0.003074179365704319,0.9555111943198528,0.017968366858177053,-2.3418533793196122e-5,4.01576647217764e-5,1.0e-5,447.44551214984625,-2.341853379319612
110.4,32.35,499,0.0,0.001173366384054502,-0.001173366384054502,-0.19677900408900406,0.006724477596740755,-1.1124471368108724e-5,4.9554199884095556e-5,1.0e-5,135.69944853249422,-1.1124471368108724
110.367,32.25,406,0.0,0.00021079204887993088,-0.00021079204887993088,-0.5025262560128556,0.00044653881367255827,-5.806570561394763e-7,4.1363999691840116e-5,1.0e-5,10.795349023287201,-0.05806570561394763
111.017,32.183,789,0.0,0.0004997577216782896,-0.0004997577216782896,0.9507384795796797,0.004100276115813736,-4.563394669373189e-6,3.0401242199624454e-5,1.0e-5,134.87199269325865,-0.4563394669373189
110.683,32.333,1038,0.0,0.02123939348636382,-0.02123939348636382,0.644218354552412,0.12033235375990087,-9.546527964695285e-5,2.9784985668841294e-5,1.0e-5,4040.033965360712,-9.546527964695285
110.733,32.2,595,0.0,0.03125054266647412,-0.03125054266647412,0.9333868638279028,0.10699881570981967,-0.00012730802192158916,3.6068924812183927e-5,1.0e-5,2966.5097106991093,-12.730802192158915
110.8,32.367,447,0.0,0.10151367751774606,-0.10151367751774606,-0.3601560731976572,0.16172375443390782,-0.00013469815864913145,2.7343556406183774e-5,1.0e-5,5914.510608332346,-13.469815864913144
110.033,31.783,646,0.0,-0.00043715184358398326,0.00043715184358398326,0.005553881615376066,-0.0034432873766810893,4.6534605775497e-6,3.391652514652333e-5,1.0e-5,-101.52241014684398,0.46534605775496996
110.233,31.8,1366,0.0,-2.3152181205545795e-8,2.3152181205545795e-8,-12.34381864616728,8.908151443223669e-7,-6.690829615870518e-10,3.4667095558206664e-5,1.0e-5,0.025696272790625696,-6.690829615870518e-5
110.25,31.933,928,0.0,2.3380010057707268e-6,-2.3380010057707268e-6,0.6663289250167475,4.265385609773731e-5,-4.34438093663433e-8,3.991900471003297e-5,1.0e-5,1.0685100093945223,-0.00434438093663433
110.4,31.867,897,0.0,0.0009382887323777693,-0.0009382887323777693,0.9437975165532342,0.007561410123737972,-7.3836358878040166e-6,5.3062783636465554e-5,1.0e-5,142.49931129775212,-0.7383635887804016
111.183,32.2,346,0.0,0.008377252917046087,-0.008377252917046087,0.9841742868141168,0.014673494127722033,-1.8197228932589444e-5,2.260894780058862e-5,1.0e-5,649.0126943165401,-1.8197228932589442
111.083,32.133,889,0.0,-4.3019628090755664e-5,4.3019628090755664e-5,0.9249008454549714,0.0012489666441023197,-1.4533028933555403e-6,2.7201723353175023e-5,1.0e-5,45.914982219556265,-0.14533028933555403
